2012-5-16,11:15:00,2012-5-16,11:15:00,+5,21,Meters
2012-5-16,11:30:00,2012-5-16,11:30:00,+5,56,Meters
2012-5-16,11:45:00,2012-5-16,11:45:00,+5,91,Meters
2012-5-16,12:00:00,2012-5-16,12:00:00,+6,24,Meters
2012-5-16,12:15:00,2012-5-16,12:15:00,+6,56,Meters
2012-5-16,12:30:00,2012-5-16,12:30:00,+6,85,Meters
2012-5-16,12:45:00,2012-5-16,12:45:00,+7,11,Meters
2012-5-16,13:00:00,2012-5-16,13:00:00,+7,34,Meters
2012-5-16,13:15:00,2012-5-16,13:15:00,+7,52,Meters
2012-5-16,13:30:00,2012-5-16,13:30:00,+7,67,Meters
2012-5-16,13:45:00,2012-5-16,13:45:00,+7,78,Meters
2012-5-16,14:00:00,2012-5-16,14:00:00,+7,84,Meters
2012-5-16,14:15:00,2012-5-16,14:15:00,+7,87,Meters
2012-5-16,14:30:00,2012-5-16,14:30:00,+7,85,Meters
2012-5-16,14:45:00,2012-5-16,14:45:00,+7,79,Meters
2012-5-16,15:00:00,2012-5-16,15:00:00,+7,70,Meters
2012-5-16,15:15:00,2012-5-16,15:15:00,+7,56,Meters
2012-5-16,15:30:00,2012-5-16,15:30:00,+7,39,Meters
2012-5-16,15:45:00,2012-5-16,15:45:00,+7,18,Meters
2012-5-16,16:00:00,2012-5-16,16:00:00,+6,94,Meters
2012-5-16,16:15:00,2012-5-16,16:15:00,+6,67,Meters
2012-5-16,16:30:00,2012-5-16,16:30:00,+6,37,Meters
2012-5-16,16:45:00,2012-5-16,16:45:00,+6,04,Meters
2012-5-16,17:00:00,2012-5-16,17:00:00,+5,70,Meters
2012-5-16,17:15:00,2012-5-16,17:15:00,+5,34,Meters
2012-5-16,17:30:00,2012-5-16,17:30:00,+4,98,Meters
2012-5-16,17:45:00,2012-5-16,17:45:00,+4,62,Meters
2012-5-16,18:00:00,2012-5-16,18:00:00,+4,27,Meters
2012-5-16,18:15:00,2012-5-16,18:15:00,+3,94,Meters
2012-5-16,18:30:00,2012-5-16,18:30:00,+3,64,Meters
2012-5-16,18:45:00,2012-5-16,18:45:00,+3,36,Meters
2012-5-16,19:00:00,2012-5-16,19:00:00,+3,11,Meters
2012-5-16,19:15:00,2012-5-16,19:15:00,+2,91,Meters
2012-5-16,19:30:00,2012-5-16,19:30:00,+2,74,Meters
2012-5-16,19:45:00,2012-5-16,19:45:00,+2,61,Meters
2012-5-16,20:00:00,2012-5-16,20:00:00,+2,52,Meters
2012-5-16,20:15:00,2012-5-16,20:15:00,+2,47,Meters
2012-5-16,20:30:00,2012-5-16,20:30:00,+2,46,Meters
2012-5-16,20:45:00,2012-5-16,20:45:00,+2,49,Meters
2012-5-16,21:00:00,2012-5-16,21:00:00,+2,55,Meters
2012-5-16,21:15:00,2012-5-16,21:15:00,+2,65,Meters
2012-5-16,21:30:00,2012-5-16,21:30:00,+2,78,Meters
2012-5-16,21:45:00,2012-5-16,21:45:00,+2,95,Meters
2012-5-16,22:00:00,2012-5-16,22:00:00,+3,16,Meters
2012-5-16,22:15:00,2012-5-16,22:15:00,+3,40,Meters
2012-5-16,22:30:00,2012-5-16,22:30:00,+3,67,Meters
2012-5-16,22:45:00,2012-5-16,22:45:00,+3,98,Meters
2012-5-16,23:00:00,2012-5-16,23:00:00,+4,31,Meters
2012-5-16,23:15:00,2012-5-16,23:15:00,+4,67,Meters
2012-5-16,23:30:00,2012-5-16,23:30:00,+5,04,Meters
2012-5-16,23:45:00,2012-5-16,23:45:00,+5,42,Meters
2012-5-17,00:00:00,2012-5-17,00:00:00,+5,81,Meters
2012-5-17,00:15:00,2012-5-17,00:15:00,+6,18,Meters
2012-5-17,00:30:00,2012-5-17,00:30:00,+6,54,Meters
2012-5-17,00:45:00,2012-5-17,00:45:00,+6,88,Meters
2012-5-17,01:00:00,2012-5-17,01:00:00,+7,19,Meters
2012-5-17,01:15:00,2012-5-17,01:15:00,+7,47,Meters
2012-5-17,01:30:00,2012-5-17,01:30:00,+7,70,Meters
2012-5-17,01:45:00,2012-5-17,01:45:00,+7,89,Meters
2012-5-17,02:00:00,2012-5-17,02:00:00,+8,04,Meters
2012-5-17,02:15:00,2012-5-17,02:15:00,+8,14,Meters
2012-5-17,02:30:00,2012-5-17,02:30:00,+8,20,Meters
2012-5-17,02:45:00,2012-5-17,02:45:00,+8,21,Meters
2012-5-17,03:00:00,2012-5-17,03:00:00,+8,17,Meters
2012-5-17,03:15:00,2012-5-17,03:15:00,+8,09,Meters
2012-5-17,03:30:00,2012-5-17,03:30:00,+7,97,Meters
